component	drawable
ComponentInfo{com.oplus.themestore/com.nearme.themespace.activities.ThemeActivity}	themes
ComponentInfo{com.miui.weather2/com.miui.weather2.ActivityWeatherMain}	weather
ComponentInfo{com.sonymobile.xperiaweather/com.sonymobile.xperiaweather.MainActivity}	weather
ComponentInfo{net.oneplus.weather/net.oneplus.weather.app.MainActivity}	weather
ComponentInfo{net.oneplus.weather/com.oplus.weather.main.view.WeatherMainActivity}	weather
ComponentInfo{com.coloros.weather/com.coloros.weather.OppoMainActivity}	weather
ComponentInfo{com.sec.android.daemonapp/com.samsung.android.weather.app.AppLauncherActivity}	weather
ComponentInfo{com.coloros.weather2/com.coloros.weather.main.view.WeatherMainActivity}	weather
ComponentInfo{com.coloros.weather2/com.coloros.weather.OppoMainActivity}	weather
ComponentInfo{com.coloros.weather2/com.oplus.weather.main.view.WeatherMainActivity}	weather
ComponentInfo{com.smartisanos.weather/com.smartisanos.weather.CityWeather}	weather
ComponentInfo{com.meizu.flyme.weather/com.hy.weather.mz.modules.home.WeatherMainActivity}	weather
ComponentInfo{com.huawei.android.totemweather/com.huawei.android.totemweather.WeatherHome}	weather
ComponentInfo{com.vivo.weather/com.vivo.weather.WeatherMain}	weather
ComponentInfo{com.zte.mifavor.weather/com.zte.mifavor.weather.adver.SplashActivity}	weather
ComponentInfo{com.nothing.weather/com.nothing.weather.main.ui.MainActivity}	weather
ComponentInfo{com.nothing.weather/com.nothing.weather.ui.main.MainActivity}	weather
ComponentInfo{com.xiaomi.market/com.xiaomi.market.ui.MarketTabActivity}	market
ComponentInfo{com.oneplus.market/com.oneplus.market.activity.MainActivity}	market
ComponentInfo{com.heytap.market/com.heytap.market.activity.MainActivity}	market
ComponentInfo{com.heytap.market/com.heytap.market.activity.MainActivity100}	market
ComponentInfo{com.sec.android.app.samsungapps/com.sec.android.app.samsungapps.SamsungAppsMainActivity}	market
ComponentInfo{com.smartisanos.appstore/com.smartisanos.common.ui.SplashActivity}	market
ComponentInfo{com.meizu.mstore/com.meizu.flyme.appcenter.activitys.AppMainActivity}	market
ComponentInfo{com.huawei.appmarket/com.huawei.appmarket.MainActivity}	market
ComponentInfo{com.bbk.appstore/com.bbk.appstore.ui.AppStore}	market
ComponentInfo{com.fm.mstore.sony/com.meizu.flyme.appcenter.activitys.AppMainActivity}	market
ComponentInfo{com.lenovo.leos.appstore/com.lenovo.leos.appstore.activities.Main}	market
ComponentInfo{zte.com.market/zte.com.market.LoginActivity}	market
ComponentInfo{com.android.settings/com.android.settings.MainSettings}	settings
ComponentInfo{com.android.settings/com.android.settings.Settings}	settings
ComponentInfo{com.android.settings/com.oppo.settings.SettingsActivity}	settings
ComponentInfo{com.android.settings/com.android.settings.HWSettings}	settings
ComponentInfo{com.miui.notes/com.miui.notes.ui.NotesListActivity}	notes
ComponentInfo{com.oneplus.note/com.oneplus.note.ui.MainActivity}	notes
ComponentInfo{com.oneplus.note/com.nearme.note.main.MainActivity}	notes
ComponentInfo{com.nearme.note/com.nearme.note.view.AllNoteActivity}	notes
ComponentInfo{com.samsung.android.app.notes/com.samsung.android.app.notes.memolist.MemoListActivity}	notes
ComponentInfo{com.coloros.note/com.nearme.note.view.AllNoteActivity}	notes
ComponentInfo{com.coloros.note/com.nearme.note.main.MainActivity}	notes
ComponentInfo{com.smartisanos.notes/com.smartisanos.notes.NotesActivity}	notes
ComponentInfo{com.meizu.notepaper/com.meizu.flyme.notepaper.app.NotePaperActivity}	notes
ComponentInfo{com.sprd.sprdnote/com.sprd.sprdnote.NoteActivity}	notes
ComponentInfo{com.android.notes/com.android.notes.Notes}	notes
ComponentInfo{com.motorola.stylus/com.motorola.stylus.manager.NoteManagerActivity}	notes
ComponentInfo{com.miui.securitycenter/com.miui.securityscan.MainActivity}	security
ComponentInfo{com.oneplus.security/com.oneplus.security.view.SecurityMainActivity}	security
ComponentInfo{com.coloros.safecenter/com.coloros.safecenter.FakeActivity}	security
ComponentInfo{com.huawei.systemmanager/com.huawei.systemmanager.mainscreen.MainScreenActivity}	security
ComponentInfo{com.android.spare_parts/com.android.spare_parts.SpareParts}	security
ComponentInfo{com.samsung.android.sm_cn/com.samsung.android.sm.ui.cstyleboard.SmartManagerDashBoardActivity}	security
ComponentInfo{com.coloros.phonemanager/com.coloros.phonemanager.FakeActivity}	security
ComponentInfo{com.coloros.phonemanager/com.oplus.phonemanager.FakeActivity}	security
ComponentInfo{com.smartisanos.security/com.smartisanos.securitycenter.MainActivity}	security
ComponentInfo{com.iqoo.secure/com.iqoo.secure.MainActivity}	security
ComponentInfo{com.motorola.deviceguard/com.motorola.deviceguard.portal.activity.PortalActivity}	security
ComponentInfo{com.iqoo.secure/com.iqoo.secure.MainGuideActivity}	security
ComponentInfo{com.motorola.deviceshield/com.motorola.deviceshield.activity.MainActivity}	security
ComponentInfo{com.zte.heartyservice/com.zte.heartyservice.main.HeartServiceActivityLauncher}	security
ComponentInfo{com.meizu.safe/}	security
ComponentInfo{com.finshell.wallet/com.nearme.wallet.SplashActivity}	wallet
ComponentInfo{com.mipay.wallet/com.mipay.wallet.ui.MipayEntryActivity}	wallet
ComponentInfo{com.mipay.wallet/com.xiaomi.jr.app.MiFinanceActivity}	wallet
ComponentInfo{com.samsung.android.spay/com.samsung.android.spay.ui.SpayMainActivity}	wallet
ComponentInfo{com.smartisanos.wallet/com.smartisanos.wallet.WalletMainActivity}	wallet
ComponentInfo{com.meizu.mznfcpay/com.meizu.mznfcpay.homepage.HomeActivity}	wallet
ComponentInfo{com.huawei.wallet/com.huawei.wallet.view.MainActivity}	wallet
ComponentInfo{com.vivo.wallet/com.vivo.wallet.StartPageActivity}	wallet
ComponentInfo{com.motorola.cn.wallet/com.motorola.cn.wallet.MainActivity}	wallet
ComponentInfo{com.xiaomi.gamecenter/com.xiaomi.gamecenter.ui.MainTabActivity}	game_center
ComponentInfo{com.nearme.gamecenter/com.nearme.gamecenter.ui.activity.SplashActivity}	game_center
ComponentInfo{com.nearme.gamecenter/com.nearme.gamecenter.DynamicAliasFive}	game_center
ComponentInfo{com.nearme.gamecenter/com.nearme.gamecenter.DynamicAliasOne}	game_center
ComponentInfo{com.nearme.gamecenter/com.nearme.gamecenter.DefaultAlias}	game_center
ComponentInfo{com.nearme.gamecenter/com.nearme.gamecenter.DynamicAliasFour}	game_center
ComponentInfo{com.oneplus.gamespace/com.oneplus.gamespace.ui.main.MainActivity}	game_center
ComponentInfo{com.oplus.games/com.oplus.games.ui.main.MainGameActivity}	game_center
ComponentInfo{com.samsung.android.game.gamehome/com.samsung.android.game.gamehome.activity.StartActivityCN}	game_center
ComponentInfo{com.samsung.android.game.gamehome/com.samsung.android.game.gamehome.app.MainActivity}	game_center
ComponentInfo{com.samsung.android.game.gamehome/com.samsung.android.game.gamehome.activity.StartActivity	game_center
ComponentInfo{com.huawei.gamebox/com.huawei.gamebox.GameBoxActivity}	game_center
ComponentInfo{com.vivo.game/com.vivo.game.ui.LogoActivity}	game_center
ComponentInfo{com.motorola.gamemode/com.motorola.gamemode.ui.launcher.main.GameCenterActivity}	game_center
ComponentInfo{com.motorola.gamemode/com.motorola.gamemode.ui.launcher.main.PRCGameCenterActivity}	game_center
ComponentInfo{com.meizu.flyme.gamecenter/com.meizu.flyme.gamecenter.activity.GameMainActivity}	game_center
ComponentInfo{com.android.soundrecorder/com.android.soundrecorder.SoundRecorder}	recorder
ComponentInfo{com.android.soundrecorder/com.android.soundrecorder.StartActivity}	recorder
ComponentInfo{com.sonymobile.androidapp.audiorecorder/com.sonymobile.androidapp.audiorecorder.activity.MainActivity}	recorder
ComponentInfo{com.oneplus.soundrecorder/com.oneplus.soundrecorder.SoundRecorder}	recorder
ComponentInfo{com.oneplus.soundrecorder/com.soundrecorder.browsefile.BrowseFile}	recorder
ComponentInfo{org.lineageos.recorder/org.lineageos.recorder.RecorderActivity}	recorder
ComponentInfo{com.evenwell.voicenote/com.evenwell.voicenote.MainActivity}	recorder
ComponentInfo{com.sec.android.app.voicenote/com.sec.android.app.voicenote.main.VNMainActivity}	recorder
ComponentInfo{com.coloros.soundrecorder/oppo.multimedia.soundrecorder.RecorderActivity}	recorder
ComponentInfo{com.coloros.soundrecorder/oppo.multimedia.soundrecorder.filebrowser.BrowseFile}	recorder
ComponentInfo{com.coloros.soundrecorder/oplus.multimedia.soundrecorder.filebrowser.BrowseFile}	recorder
ComponentInfo{com.coloros.soundrecorder/com.soundrecorder.browsefile.BrowseFile}	recorder
ComponentInfo{com.google.android.apps.recorder/com.google.android.apps.recorder.ui.recordings.MainActivity}	recorder
ComponentInfo{com.android.soundrecorder/com.android.soundrecorder.MzRecorderActivity}	recorder
ComponentInfo{com.android.soundrecorder/com.sprd.soundrecorder.RecorderActivity}	recorder
ComponentInfo{com.android.bbksoundrecorder/com.android.activity.ReclistActivity}	recorder
ComponentInfo{com.motorola.cn.recorder/com.motorola.cn.recorder.ui.main.MainActivity}	recorder
ComponentInfo{com.motorola.cn.recorder/com.motorola.cn.recorder.SoundRecorder}	recorder
ComponentInfo{com.motorola.audiorecorder/com.motorola.audiorecorder.ui.main.MainActivity}	recorder
ComponentInfo{com.nothing.soundrecorder/com.nothing.ui.NewMainActivity}	recorder
ComponentInfo{com.nothing.soundrecorder/com.nothing.soundrecorder.ui.NewMainActivity}	recorder
ComponentInfo{org.mokee.recorder/org.lineageos.recorder.RecorderActivity}	recorder
ComponentInfo{com.android.soundrecorder/com.android.soundrecorder.activity.MzRecorderActivity}	recorder
ComponentInfo{cn.zte.recorder/cn.zte.recorder.RecordHomeActivity}	recorder
ComponentInfo{com.google.android.apps.recorder/com.google.android.apps.recorder.ui.recordings.LauncherActivity}	recorder
ComponentInfo{org.calyxos.recorder/org.lineageos.recorder.RecorderActivity}	recorder
ComponentInfo{com.android.stk/com.android.stk.StkMain}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.StkLauncherActivity2}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.StkLauncherActivity}	sim_toolkit
ComponentInfo{com.android.stk2/com.android.stk2.StkLauncherActivity}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.OppoStkLauncherActivity1}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.OppoStkLauncherActivity2}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.mtk.StkLauncherActivityI}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.mtk.StkLauncherActivityII}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.OplusStkLauncherActivity1}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.OplusStkLauncherActivity2}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.StkLauncherActivity_DualSim}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.StkLauncherActivityOther1}	sim_toolkit
ComponentInfo{com.android.stk/com.android.stk.StkLauncherListActivity}	sim_toolkit
ComponentInfo{com.miui.compass/com.miui.compass.CompassActivity}	compass
ComponentInfo{com.coloros.compass/com.coloros.compass.flat.FlatCompass}	compass
ComponentInfo{com.huawei.compass/com.huawei.compass.MainActivity}	compass
ComponentInfo{com.coloros.compass2/com.coloros.compass.flat.FlatCompass}	compass
ComponentInfo{com.vivo.compass/com.vivo.compass.CalibrationActivity}	compass
ComponentInfo{com.motorola.cn.compass/com.motorola.cn.compass.CompassActivity}	compass
ComponentInfo{com.heytap.cloud/com.heytap.cloud.activity.OPCloudSettingsActivity}	cloud_service
ComponentInfo{com.heytap.cloud/com.heytap.cloud.activity.CloudSettingsActivity}	cloud_service
ComponentInfo{com.heytap.cloud/com.heytap.cloud.home.ui.CloudLauncherActivity}	cloud_service
ComponentInfo{com.huawei.hidisk/com.huawei.android.hicloud.ui.activity.NewHiSyncSettingAliasActivity}	cloud_service
ComponentInfo{com.bbk.cloud/com.bbk.cloud.activities.BBKCloudHomeScreen}	cloud_service
ComponentInfo{com.lenovo.leos.cloud.sync/com.lenovo.leos.cloud.sync.UIv5.V5SplashActivity}	cloud_service
ComponentInfo{com.samsung.android.scloud/com.samsung.android.scloud.app.ui.splash.launcher}	cloud_service
ComponentInfo{com.sec.android.app.shealth/com.samsung.android.app.shealth.home.HomeMainActivity}	health
ComponentInfo{com.heytap.health/com.heytap.health.oobe.LaunchActivity}	health
ComponentInfo{com.vivo.health/com.vivo.health.main.activity.GuideActivity}	health
ComponentInfo{com.zui.zhealthy/com.zui.zhealthy.newpage.NewMainActivity}	health
ComponentInfo{com.vivo.health/com.vivo.health.main.activity.GuideActivity}	health
ComponentInfo{com.meizu.net.pedometer/com.meizu.net.pedometer.ui.PedometerMainActivitys}	health
ComponentInfo{com.heytap.smarthome/com.heytap.smarthome.LaunchActivity}	smarthome
ComponentInfo{com.heytap.smarthome/com.heytap.smarthome.LauncherActivity}	smarthome
ComponentInfo{com.meizu.smarthome/com.meizu.smarthome.MainActivity}	smarthome
ComponentInfo{com.oppo.usercenter/com.oppo.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.heytap.vip/com.platform.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.oplus.vip/com.platform.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.oplus.member/com.oppo.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.oneplus.member/com.oppo.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.heytap.member/com.oppo.usercenter.vip.UCVIPMainActivity}	vip
ComponentInfo{com.meizu.mcare/com.meizu.mcare.ui.MainActivity}	vip
ComponentInfo{com.huawei.vassistant/com.huawei.vassistant.ui.VAssistantActivity}	voice_assist
ComponentInfo{com.huawei.vassistant/com.huawei.vassistant.ui.main.VAssistantActivity}	voice_assist
ComponentInfo{com.miui.voiceassist/com.xiaomi.voiceassistant.CTAAlertActivity}	voice_assist
ComponentInfo{com.miui.voiceassist/com.xiaomi.voiceassistant.LauncherRouterActivity}	voice_assist
ComponentInfo{com.miui.voiceassist/com.xiaomi.voiceassistant.MainActivity}	voice_assist
ComponentInfo{com.heytap.speechassist/com.heytap.speechassist.launcher.SpeechAssistMainActivity}	voice_assist
ComponentInfo{com.coloros.speechassist/com.heytap.speechassist.launcher.SpeechAssistMainActivity}	voice_assist
ComponentInfo{com.samsung.android.app.spage/com.samsung.android.app.spage.main.LauncherActivity}	voice_assist
ComponentInfo{com.vivo.agent/com.vivo.agent.view.activities.JoviHomeNewActivity}	voice_assist
ComponentInfo{com.lenovo.menu_assistant/com.lenovo.menu_assistant.MainEntryActivity}	voice_assist
ComponentInfo{com.vivo.agent/com.vivo.agent.desktop.view.activities.JoviHomeNewActivity}	voice_assist
ComponentInfo{com.meizu.voiceassistant/com.meizu.voiceassistant.MainActivity}	voice_assist
ComponentInfo{com.meizu.voiceassistant/com.meizu.voiceassistant.RouterActivity}	voice_assist
ComponentInfo{com.miui.bugreport/com.miui.bugreport.ui.MainTabActivity}	bug_report
ComponentInfo{com.sonymobile.support/com.sonymobile.support.InAppSupportLauncher}	bug_report
ComponentInfo{com.oneplus.opbugreport/com.oneplus.opbugreport.OPUploadReport}	bug_report
ComponentInfo{com.coloros.logkit/com.coloros.logkit.activity.MainAliasActivity}	bug_report
ComponentInfo{com.oplus.logkit/com.oplus.logkit.activity.MainAliasActivity}	bug_report
ComponentInfo{com.coloros.findphone.client/com.coloros.findphone.client.LoginActivity}	find_my_phone
ComponentInfo{com.coloros.findphone.client2/com.coloros.findphone.client.LoginActivity}	find_my_phone
ComponentInfo{com.realme.findphone.client2/com.coloros.findphone.client.LoginActivity}	find_my_phone
ComponentInfo{com.huawei.android.findmyphone/com.huawei.android.findmyphone.ui.findphone.FindMyPhoneActivity}	find_my_phone
ComponentInfo{com.meizu.flyme.find/com.meizu.flyme.find.ui.LoginActivity}	find_my_phone
ComponentInfo{com.coloros.onekeylockscreen/com.heytap.onekeylockscreen.OneKeyLockScreen}	lock_screen
ComponentInfo{com.coloros.onekeylockscreen/com.coloros.onekeylockscreen.OppoLockScreen}	lock_screen
ComponentInfo{com.coloros.onekeylockscreen/com.oplus.onekeylockscreen.OneKeyLockScreen}	lock_screen
ComponentInfo{com.android.bbk.lockscreen3/com.android.bbk.lockscreen3.LockScreenActivity}	lock_screen
ComponentInfo{com.opluskgd.onetaplocking/com.oplus.onetaplocking.OneTapLockingActivity}	lock_screen
ComponentInfo{com.heytap.reader/com.chaozh.iReader.ui.activity.WelcomeActivity}	reader
ComponentInfo{com.oppo.reader/com.chaozh.iReader.ui.activity.WelcomeActivity}	reader
ComponentInfo{com.huawei.hwireader/com.chaozh.iReader.ui.activity.WelcomeActivity}	reader
ComponentInfo{com.oppo.book/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.heytap.book/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.heytap.book/com.qq.reader.activity.DefaultIcon}	bookstore
ComponentInfo{com.qqreader.hisense/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.huawei.hnreader/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.qqreader.lenovo/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.vivo.qreader/com.qq.reader.activity.SplashActivity}	bookstore
ComponentInfo{com.samsung.android.app.tips/com.samsung.android.app.tips.TipsMainActivity}	tips
ComponentInfo{com.coloros.operationtips/com.coloros.operationtips.activities.WelcomeActivity}	tips
ComponentInfo{com.huawei.android.tips/com.huawei.android.tips.launch.ui.SplashActivity}	tips
ComponentInfo{com.vivo.Tips/com.vivo.Tips.MainActivity}	tips
ComponentInfo{com.lenovo.fm/com.lenovo.fm.RadioActivity}	fm_radio
ComponentInfo{com.android.fmradio/component.qiku.FmMainActivity}	fm_radio
ComponentInfo{com.miui.fm/com.miui.fmradio.FmActivity}	fm_radio
ComponentInfo{com.miui.fm/fm.qingting.qtradio.WelcomeActivity}	fm_radio
ComponentInfo{com.sec.android.app.fm/com.sec.android.app.fm.MainActivity}	fm_radio
ComponentInfo{com.android.fmradio/com.android.fmradio.FmMainActivity}	fm_radio
ComponentInfo{com.vivo.FMRadio/com.vivo.FMRadio.FMRadio}	fm_radio
ComponentInfo{com.caf.fmradio/com.caf.fmradio.FMRadio}	fm_radio
ComponentInfo{com.huawei.android.FMRadio/com.huawei.FMRadio.page.PageActivity}	fm_radio
ComponentInfo{com.motorola.fmplayer/com.motorola.fmplayer.ChangeThemeActivity}	fm_radio
ComponentInfo{com.quicinc.fmradio/com.quicinc.fmradio.FMRadio}	fm_radio
ComponentInfo{com.coloros.familyguard/com.coloros.familyguard.FakeActivity}	family_guard
ComponentInfo{com.meizu.sceneinfo/com.meizu.familyguard.alias.compat.FamilyGuardActivityLauncher}	family_guard
ComponentInfo{com.coloros.backuprestore/com.coloros.phoneclone.PhoneCloneMainActivity}	clone_phone
ComponentInfo{com.coloros.backuprestore/com.oplus.phoneclone.PhoneCloneMainActivity}	clone_phone
ComponentInfo{com.oppo.backuprestore/com.coloros.backuprestore.activity.BootActivity}	clone_phone
ComponentInfo{com.meizu.datamigration/com.meizu.datamigration.capture.DataMigrationActivity}	clone_phone
ComponentInfo{com.meizu.datamigration/com.upuphone.bxmover.business.boxing.ui.activity.HomeActivity}	clone_phone
ComponentInfo{com.meizu.datamigration/com.upuphone.bxmover.business.boxing.widget.home.HomeActivity}	clone_phone
ComponentInfo{com.flyme.videoclips/com.flyme.videoclips.activity.HomeWeexActivity}	short_video
ComponentInfo{com.redteamobile.roaming/com.redteamobile.roaming.MainActivity}	roaming
ComponentInfo{com.redteamobile.roaming/com.redteamobile.roaming.MainActivity}	roaming
ComponentInfo{com.miui.virtualsim/com.miui.virtualsim.ui.MainActivity}	roaming
ComponentInfo{com.meizu.measure/com.meizu.measure.CameraActivity}	ar_ruler
ComponentInfo{com.meizu.measure/com.meizu.measure.activity.ARCoreActivity}	ar_ruler
ComponentInfo{andes.oplus.documentsreader/andes.oplus.documentsreader.launcher.activity.MainActivity}	documents
ComponentInfo{andes.oplus.documentsreader/andes.oplus.documentsreader.launcher.activity.MainViewActivity}	documents
ComponentInfo{com.oplus.consumerIRApp/com.oplus.consumerIRApp.navigation.HomeActivity}	remote
ComponentInfo{com.coloros.translate/com.coloros.translate.ui.MainActivity}	translate
ComponentInfo{com.ss.android.ugc.aweme/com.ss.android.ugc.aweme.splash.SplashActivity}	douyin
ComponentInfo{com.ss.android.ugc.aweme.mobile/com.ss.android.ugc.aweme.splash.SplashActivity}	douyin
ComponentInfo{fuck.com.ss.android.ugc.aweme/com.ss.android.ugc.aweme.carplay.main.CarPlayMainActivity}	douyin
ComponentInfo{com.eg.android.AlipayGphone/com.eg.android.AlipayGphone.AlipayLogin}	alipay
ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.Alias6SplashActivity}	qq
ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity}	qq
ComponentInfo{com.xingin.xhs/com.xingin.xhs.index.v2.IndexActivityV2}	rednote
ComponentInfo{com.xingin.xhs/com.xingin.xhs.activity.SplashActivity}	rednote
ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI}	wechat
ComponentInfo{com.youku.phone/com.youku.phone.ActivityWelcome}	youku
ComponentInfo{com.huawei.hwvplayer.youku/com.youku.phone.ActivityWelcome}	youku
ComponentInfo{com.huawei.hwvplayer.youku/com.huawei.hwvplayer.framework.MainActivity}	youku
ComponentInfo{com.wuba/com.wuba.default}	wuba
ComponentInfo{com.wuba/com.wuba.activity.launch.LaunchActivity}	wuba
ComponentInfo{com.wuba/com.wuba.home.activity.HomeActivity}	wuba
ComponentInfo{tv.danmaku.bili/tv.danmaku.bili.ui.splash.SplashActivity}	bilibili
ComponentInfo{tv.danmaku.bili/tv.danmaku.bili.MainActivityV2}	bilibili
ComponentInfo{tv.danmaku.bibi/tv.danmaku.bili.ui.splash.SplashActivity}	bilibili
ComponentInfo{tv.danmaku.bilj/tv.danmaku.bili.ui.splash.SplashActivity}	bilibili
ComponentInfo{tv.danmaku.bilu/tv.danmaku.bili.MainActivityV2}	bilibili
ComponentInfo{com.dianping.v1/com.dianping.v1.NovaMainActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.main.guide.SplashScreenActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.main.guide.LaunchActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.main.permission.PermissionActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.v1.PermissionActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.v1.SplashScreenActivity}	dianping
ComponentInfo{com.dianping.v1/com.qihoo.util.StartActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.userpermission.PermissionActivity}	dianping
ComponentInfo{com.dianping.v1/com.dianping.base.permission.PermissionActivity}	dianping
ComponentInfo{com.douban.frodo/com.douban.frodo.activity.SplashActivity}	douban
ComponentInfo{com.coolapk.market/com.coolapk.market.view.main.MainActivity}	coolapk
ComponentInfo{com.coolapk.market.vn/com.coolapk.market.view.main.MainActivity}	coolapk
ComponentInfo{com.smile.gifmaker/com.yxcorp.gifshow.HomeActivity}	kuaishou
ComponentInfo{com.taobao.taobao/com.taobao.tao.welcome.Welcome}	taobao
ComponentInfo{com.tencent.qqlive/com.tencent.qqlive.ona.activity.WelcomeActivity}	tencent_video
ComponentInfo{com.tencent.qqlive/com.tencent.qqlive.ona.activity.SplashHomeActivity}	tencent_video
ComponentInfo{com.tencent.qqlive/com.tencent.qqlive.ona.activity.origin.OriginIconHomeActivity}	tencent_video
ComponentInfo{com.sina.weibo/com.sina.weibo.SplashActivity}	weibo
ComponentInfo{com.sina.weibo/com.sina.weibo.wb_pixelweibo}	weibo
ComponentInfo{com.baidu.netdisk/com.baidu.netdisk.ui.Navigate}	baidu_netdisk
ComponentInfo{com.baidu.netdisk/com.baidu.netdisk.ui.OPLauncherActivity}	baidu_netdisk
ComponentInfo{com.baidu.netdisk/com.baidu.netdisk.ui.DefaultMainActivity}	baidu_netdisk
ComponentInfo{com.baidu.netdisk/com.baidu.netdisk.ui.SvipLauncherActivity}	baidu_netdisk
ComponentInfo{com.baidu.netdisk.xiaomi.appunion/com.baidu.netdisk.ui.Navigate}	baidu_netdisk
ComponentInfo{com.baidu.netdisl.xiaomi.appunion/com.baidu.netdisk.ui.Navigate}	baidu_netdisk
ComponentInfo{com.baidu.netdisk.samsung/com.baidu.netdisk.ui.SvipLauncherActivity}	baidu_netdisk
ComponentInfo{com.baidu.netdisk.samsung/com.baidu.netdisk.ui.DefaultMainActivity}	baidu_netdisk
ComponentInfo{cn.wps.moffice_eng/cn.wps.moffice.documentmanager.PreStartActivity}	wps
ComponentInfo{cn.wps.moffice_eng/cn.wps.moffice.documentmanager.ab.proxy.main}	wps
ComponentInfo{com.xunmeng.pinduoduo/com.xunmeng.pinduoduo.ui.activity.MainFrameActivity}	pinduoduo
ComponentInfo{com.tencent.qqmusic/com.tencent.qqmusic.activity.AppStarterActivity}	qq_music
ComponentInfo{com.tencent.qqmusiccar/com.tencent.qqmusiccar.app.activity.AppStarterActivity}	qq_music
ComponentInfo{com.qiyi.video/com.qiyi.video.WelcomeActivity}	iqiyi
ComponentInfo{com.iqiyi.i18n/com.qiyi.video.WelcomeActivity}	iqiyi
ComponentInfo{com.cainiao.wireless/com.cainiao.wireless.homepage.view.activity.WelcomeActivity}	cainiao
ComponentInfo{com.cainiao.wireless/com.cainiao.wireless.business.MainActivity}	cainiao
ComponentInfo{com.cainiao.cnintl4android/com.cainiao.wireless.homepage.view.activity.launch.WelcomeActivity}	cainiao
ComponentInfo{com.hunantv.imgo.activity.inter/com.hunantv.oversea.starter.ui.splash.SplashActivity}	mangotv
ComponentInfo{com.hunantv.imgo.activity/com.hunantv.imgo.activity.MainActivity}	mangotv
ComponentInfo{com.hunantv.imgo.activity/com.hunantv.imgo.activity.SplashActivity}	mangotv
ComponentInfo{com.hunantv.imgo.samsung/com.hunantv.imgo.activity.SplashActivity}	mangotv
ComponentInfo{com.alibaba.android.rimet/com.alibaba.android.rimet.biz.SplashActivity}	ding_talk
ComponentInfo{com.alibaba.android.rimet/com.alibaba.android.rimet.biz.LaunchHomeActivity}	ding_talk
ComponentInfo{com.autonavi.minimap/com.autonavi.map.activity.SplashActivity}	amap
ComponentInfo{com.autonavi.minimap/com.autonavi.minimap.SplashActivity}	amap
ComponentInfo{air.tv.douyu.android/tv.douyu.view.activity.SplashActivity}	douyu
ComponentInfo{air.tv.douyu.android/tv.douyu.view.activity.launcher.DYLauncherActivity}	douyu
ComponentInfo{air.tv.douyu.android/tv.douyu.view.activity.launcher.DYSplashLauncherActivity}	douyu
ComponentInfo{air.tv.douyu.android/tv.douyu.view.activity.MainActivity}	douyu
ComponentInfo{com.netease.cloudmusic/com.netease.cloudmusic.activity.LoadingActivity}	netease_music
ComponentInfo{com.netease.cloudmusic/com.netease.cloudmusic.activity.IconChangeDefaultAlias}	netease_music
ComponentInfo{com.netease.cloudmusic/com.netease.cloudmusic.activity.IconChangeAliasId172}	netease_music
ComponentInfo{com.netease.cloudmusic/com.netease.cloudmusic.activity.MainActivity}	netease_music
ComponentInfo{com.hihonor.cloudmusic/com.netease.cloudmusic.activity.MainActivity}	netease_music
ComponentInfo{com.sankuai.meituan/com.sankuai.meituan.activity.PreloadedWelcome}	meituan
ComponentInfo{com.sankuai.meituan/com.sankuai.meituan.activity.Welcome}	meituan
ComponentInfo{com.sankuai.meituan/com.meituan.android.pt.homepage.activity.Welcome}	meituan
ComponentInfo{com.sankuai.meituan/com.meituan.android.pt.homepage.activity.MainActivity}	meituan
ComponentInfo{com.android.bankabc/com.android.bankabc.SplashActivity}	bank_abc
ComponentInfo{com.android.bankabc/com.alipay.mobile.quinox.LauncherActivity}	bank_abc
